distance,image_a,image_b,hash_a,hash_b
0,datasets\raw\Banana\AugmentedSet\healthy\77_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\23.jpeg,9293b5d55a51595a,9293b5d55a51595a
0,datasets\raw\Banana\AugmentedSet\healthy\77_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\54.jpeg,9293b5d55a51595a,9293b5d55a51595a
0,datasets\raw\Banana\OriginalSet\healthy\23.jpeg,datasets\raw\Banana\OriginalSet\healthy\54.jpeg,9293b5d55a51595a,9293b5d55a51595a
0,datasets\raw\Banana\AugmentedSet\healthy\257_aug.jpeg,datasets\raw\Banana\AugmentedSet\healthy\258_aug.jpeg,befe8170359243b1,befe8170359243b1
0,datasets\raw\Banana\AugmentedSet\healthy\257_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\19.jpeg,befe8170359243b1,befe8170359243b1
0,datasets\raw\Banana\AugmentedSet\healthy\257_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\58.jpeg,befe8170359243b1,befe8170359243b1
0,datasets\raw\Banana\AugmentedSet\healthy\258_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\19.jpeg,befe8170359243b1,befe8170359243b1
0,datasets\raw\Banana\AugmentedSet\healthy\258_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\58.jpeg,befe8170359243b1,befe8170359243b1
0,datasets\raw\Banana\OriginalSet\healthy\19.jpeg,datasets\raw\Banana\OriginalSet\healthy\58.jpeg,befe8170359243b1,befe8170359243b1
0,datasets\raw\Banana\AugmentedSet\healthy\280_aug.jpeg,datasets\raw\Banana\AugmentedSet\healthy\281_aug.jpeg,998ce6571a8a2dd6,998ce6571a8a2dd6
0,datasets\raw\Banana\AugmentedSet\healthy\314_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\40.jpeg,c5804255bf7e6875,c5804255bf7e6875
0,datasets\raw\Banana\AugmentedSet\healthy\314_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\7.jpeg,c5804255bf7e6875,c5804255bf7e6875
0,datasets\raw\Banana\OriginalSet\healthy\40.jpeg,datasets\raw\Banana\OriginalSet\healthy\7.jpeg,c5804255bf7e6875,c5804255bf7e6875
0,datasets\raw\Banana\AugmentedSet\healthy\342_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\75.jpeg,faaa9ab28a1489be,faaa9ab28a1489be
0,datasets\raw\Banana\AugmentedSet\healthy\35_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\108.jpeg,c8ac20ebf8ff600e,c8ac20ebf8ff600e
0,datasets\raw\Banana\AugmentedSet\healthy\35_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\16.jpeg,c8ac20ebf8ff600e,c8ac20ebf8ff600e
0,datasets\raw\Banana\OriginalSet\healthy\108.jpeg,datasets\raw\Banana\OriginalSet\healthy\16.jpeg,c8ac20ebf8ff600e,c8ac20ebf8ff600e
0,datasets\raw\Banana\AugmentedSet\healthy\397_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\47.jpeg,adc9cb15951593b4,adc9cb15951593b4
0,datasets\raw\Banana\AugmentedSet\healthy\397_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\9.jpeg,adc9cb15951593b4,adc9cb15951593b4
0,datasets\raw\Banana\OriginalSet\healthy\47.jpeg,datasets\raw\Banana\OriginalSet\healthy\9.jpeg,adc9cb15951593b4,adc9cb15951593b4
0,datasets\raw\Banana\AugmentedSet\healthy\81_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\126.jpeg,eaa9bd15b8bad050,eaa9bd15b8bad050
0,datasets\raw\Banana\AugmentedSet\healthy\81_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\24.jpeg,eaa9bd15b8bad050,eaa9bd15b8bad050
0,datasets\raw\Banana\OriginalSet\healthy\126.jpeg,datasets\raw\Banana\OriginalSet\healthy\24.jpeg,eaa9bd15b8bad050,eaa9bd15b8bad050
0,datasets\raw\Banana\AugmentedSet\healthy\84_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\26.jpeg,f6f226e253603a87,f6f226e253603a87
0,datasets\raw\Banana\AugmentedSet\healthy\84_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\56.jpeg,f6f226e253603a87,f6f226e253603a87
0,datasets\raw\Banana\OriginalSet\healthy\26.jpeg,datasets\raw\Banana\OriginalSet\healthy\56.jpeg,f6f226e253603a87,f6f226e253603a87
0,datasets\raw\Banana\AugmentedSet\healthy\86_aug.jpeg,datasets\raw\Banana\AugmentedSet\healthy\90_aug.jpeg,e60d261dc31f3b38,e60d261dc31f3b38
0,datasets\raw\Banana\AugmentedSet\healthy\97_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\27.jpeg,aa4b5655adaa4a96,aa4b5655adaa4a96
0,datasets\raw\Banana\AugmentedSet\healthy\97_aug.jpeg,datasets\raw\Banana\OriginalSet\healthy\57.jpeg,aa4b5655adaa4a96,aa4b5655adaa4a96
0,datasets\raw\Banana\OriginalSet\healthy\27.jpeg,datasets\raw\Banana\OriginalSet\healthy\57.jpeg,aa4b5655adaa4a96,aa4b5655adaa4a96
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\129_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\18.jpeg,c0db9c3d78f14383,c0db9c3d78f14383
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\164_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\28.jpeg,d1e2c993869b839e,d1e2c993869b839e
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\167_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\29.jpeg,e6d14d0da59575a1,e6d14d0da59575a1
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\201_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\40.jpeg,add5547f2a539038,add5547f2a539038
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\217_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\44.jpeg,82986ed55ffa600b,82986ed55ffa600b
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\240_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\51.jpeg,f8c0815b4affd614,f8c0815b4affd614
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\297_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\67.jpeg,a294ca6babaa5556,a294ca6babaa5556
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\363_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\84.jpeg,aa0a07ae57e2af51,aa0a07ae57e2af51
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\392_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\95.jpeg,e9d1018cf6d2c397,e9d1018cf6d2c397
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\41_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\112.jpeg,f9940e0df5e20a57,f9940e0df5e20a57
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\43_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\113.jpeg,e4dd7a071be0071d,e4dd7a071be0071d
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\60_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\118.jpeg,d5ca4dd4e29d224e,d5ca4dd4e29d224e
0,datasets\raw\Banana\AugmentedSet\pestalotiopsis\99_aug.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\13.jpeg,a554d6663aaa9a35,a554d6663aaa9a35
0,datasets\raw\Banana\AugmentedSet\sigatoka\102_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\197.jpeg,ab6b180b963279e5,ab6b180b963279e5
0,datasets\raw\Banana\AugmentedSet\sigatoka\132_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\219.jpeg,dc26173689cce31e,dc26173689cce31e
0,datasets\raw\Banana\AugmentedSet\sigatoka\144_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\227.jpeg,85e040b7716dbcd3,85e040b7716dbcd3
0,datasets\raw\Banana\AugmentedSet\sigatoka\310_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\402.jpeg,81eb7cca87835770,81eb7cca87835770
0,datasets\raw\Banana\AugmentedSet\sigatoka\317_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\406.jpeg,97b0d4c1df5f1043,97b0d4c1df5f1043
0,datasets\raw\Banana\AugmentedSet\sigatoka\325_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\416.jpeg,9590673b046f61bd,9590673b046f61bd
0,datasets\raw\Banana\AugmentedSet\sigatoka\373_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\74.jpeg,d5b71548c8ea782b,d5b71548c8ea782b
0,datasets\raw\Banana\AugmentedSet\sigatoka\379_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\8.jpeg,9bc1fabf801f86a0,9bc1fabf801f86a0
0,datasets\raw\Banana\AugmentedSet\sigatoka\382_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\81.jpeg,ff8885809d57c9f0,ff8885809d57c9f0
0,datasets\raw\Banana\AugmentedSet\sigatoka\51_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\144.jpeg,a3ccd8f13b20ccd3,a3ccd8f13b20ccd3
0,datasets\raw\Banana\AugmentedSet\sigatoka\97_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\193.jpeg,952d2ade3c61ce13,952d2ade3c61ce13
0,datasets\raw\Banana\AugmentedSet\sigatoka\99_aug.jpeg,datasets\raw\Banana\OriginalSet\sigatoka\195.jpeg,f9b91edc66720624,f9b91edc66720624
0,datasets\raw\Banana\OriginalSet\healthy\0.jpeg,datasets\raw\Banana\OriginalSet\healthy\104.jpeg,aba8e603f8037b17,aba8e603f8037b17
0,datasets\raw\Banana\OriginalSet\healthy\1.jpeg,datasets\raw\Banana\OriginalSet\healthy\109.jpeg,8cd0ebe4a1adb493,8cd0ebe4a1adb493
0,datasets\raw\Banana\OriginalSet\healthy\10.jpeg,datasets\raw\Banana\OriginalSet\healthy\106.jpeg,c09c5fddb0019fb2,c09c5fddb0019fb2
0,datasets\raw\Banana\OriginalSet\healthy\101.jpeg,datasets\raw\Banana\OriginalSet\healthy\46.jpeg,8e9ea16d4953b0b6,8e9ea16d4953b0b6
0,datasets\raw\Banana\OriginalSet\healthy\102.jpeg,datasets\raw\Banana\OriginalSet\healthy\39.jpeg,a09bf5a075669e58,a09bf5a075669e58
0,datasets\raw\Banana\OriginalSet\healthy\103.jpeg,datasets\raw\Banana\OriginalSet\healthy\110.jpeg,e9b92faa80f842d6,e9b92faa80f842d6
0,datasets\raw\Banana\OriginalSet\healthy\105.jpeg,datasets\raw\Banana\OriginalSet\healthy\11.jpeg,ea3d959eca71c824,ea3d959eca71c824
0,datasets\raw\Banana\OriginalSet\healthy\107.jpeg,datasets\raw\Banana\OriginalSet\healthy\14.jpeg,ebdc51939066a4bc,ebdc51939066a4bc
0,datasets\raw\Banana\OriginalSet\healthy\111.jpeg,datasets\raw\Banana\OriginalSet\healthy\18.jpeg,e6fab5ea440a960e,e6fab5ea440a960e
0,datasets\raw\Banana\OriginalSet\healthy\112.jpeg,datasets\raw\Banana\OriginalSet\healthy\62.jpeg,cdf412a40db73ce1,cdf412a40db73ce1
0,datasets\raw\Banana\OriginalSet\healthy\12.jpeg,datasets\raw\Banana\OriginalSet\healthy\45.jpeg,c4d5f9f3e0c34143,c4d5f9f3e0c34143
0,datasets\raw\Banana\OriginalSet\healthy\122.jpeg,datasets\raw\Banana\OriginalSet\pestalotiopsis\78.jpeg,ea70a06ccb7f221d,ea70a06ccb7f221d
0,datasets\raw\Banana\OriginalSet\healthy\123.jpeg,datasets\raw\Banana\OriginalSet\healthy\4.jpeg,b55f90a55f221de0,b55f90a55f221de0
0,datasets\raw\Banana\OriginalSet\healthy\124.jpeg,datasets\raw\Banana\OriginalSet\healthy\30.jpeg,b491a9a5b49ea4ad,b491a9a5b49ea4ad
0,datasets\raw\Banana\OriginalSet\healthy\125.jpeg,datasets\raw\Banana\OriginalSet\healthy\31.jpeg,be12c9c1cf9810df,be12c9c1cf9810df
0,datasets\raw\Banana\OriginalSet\healthy\127.jpeg,datasets\raw\Banana\OriginalSet\healthy\22.jpeg,b5d4d22aaa89a5b5,b5d4d22aaa89a5b5
0,datasets\raw\Banana\OriginalSet\healthy\128.jpeg,datasets\raw\Banana\OriginalSet\healthy\21.jpeg,bf65d58540460f1f,bf65d58540460f1f
0,datasets\raw\Banana\OriginalSet\healthy\15.jpeg,datasets\raw\Banana\OriginalSet\healthy\44.jpeg,aad5a2d72ed5a290,aad5a2d72ed5a290
0,datasets\raw\Banana\OriginalSet\healthy\17.jpeg,datasets\raw\Banana\OriginalSet\healthy\63.jpeg,cc5dbb976cd4204c,cc5dbb976cd4204c
0,datasets\raw\Banana\OriginalSet\healthy\2.jpeg,datasets\raw\Banana\OriginalSet\healthy\34.jpeg,aa91bb4c66b2d51a,aa91bb4c66b2d51a
0,datasets\raw\Banana\OriginalSet\healthy\20.jpeg,datasets\raw\Banana\OriginalSet\healthy\59.jpeg,be83ef8c18187be0,be83ef8c18187be0
0,datasets\raw\Banana\OriginalSet\healthy\25.jpeg,datasets\raw\Banana\OriginalSet\healthy\55.jpeg,b5143695aaad5555,b5143695aaad5555
0,datasets\raw\Banana\OriginalSet\healthy\29.jpeg,datasets\raw\Banana\OriginalSet\healthy\51.jpeg,a28a8ab8078db5f7,a28a8ab8078db5f7
0,datasets\raw\Banana\OriginalSet\healthy\3.jpeg,datasets\raw\Banana\OriginalSet\healthy\92.jpeg,aa8cd74e831d46e3,aa8cd74e831d46e3
0,datasets\raw\Banana\OriginalSet\healthy\41.jpeg,datasets\raw\Banana\OriginalSet\healthy\8.jpeg,c0c38397cf838fd8,c0c38397cf838fd8
0,datasets\raw\Banana\OriginalSet\healthy\48.jpeg,datasets\raw\Banana\OriginalSet\healthy\89.jpeg,ff41ef10ff002711,ff41ef10ff002711
0,datasets\raw\Banana\OriginalSet\healthy\49.jpeg,datasets\raw\Banana\OriginalSet\healthy\5.jpeg,a55e90a7dd0639e2,a55e90a7dd0639e2
0,datasets\raw\Cotton\bacterial_blight\2015-angular-leaf-spot-colquitt-county-2.jpg,datasets\raw\Cotton\bacterial_blight\bact355.jpg,d8a01ec1eb2fd51c,d8a01ec1eb2fd51c
0,datasets\raw\Cotton\bacterial_blight\2015-angular-leaf-spot-colquitt-county-2.jpg,datasets\raw\Cotton\bacterial_blight\bact359.jpg,d8a01ec1eb2fd51c,d8a01ec1eb2fd51c
0,datasets\raw\Cotton\bacterial_blight\bact355.jpg,datasets\raw\Cotton\bacterial_blight\bact359.jpg,d8a01ec1eb2fd51c,d8a01ec1eb2fd51c
0,datasets\raw\Cotton\bacterial_blight\5586201.jpg,datasets\raw\Cotton\bacterial_blight\bact436.jpg,c87b21947aab9723,c87b21947aab9723
0,datasets\raw\Cotton\bacterial_blight\bact0.jpg,datasets\raw\Cotton\bacterial_blight\bact1.jpg,a9ab22585276bcad,a9ab22585276bcad
0,datasets\raw\Cotton\bacterial_blight\bact107.jpg,datasets\raw\Cotton\bacterial_blight\bact288.jpg,8797aba55211973c,8797aba55211973c
0,datasets\raw\Cotton\bacterial_blight\bact136.png,datasets\raw\Cotton\bacterial_blight\bact137.png,8b880f1c5eed64a7,8b880f1c5eed64a7
0,datasets\raw\Cotton\bacterial_blight\bact142.png,datasets\raw\Cotton\bacterial_blight\bact147.png,fe84b4f4ea6a01f0,fe84b4f4ea6a01f0
0,datasets\raw\Cotton\bacterial_blight\bact143.png,datasets\raw\Cotton\bacterial_blight\bact148.png,acc8e8e4d985d955,acc8e8e4d985d955
0,datasets\raw\Cotton\bacterial_blight\bact149.png,datasets\raw\Cotton\bacterial_blight\bact150.png,d0ed6b50342fa5d4,d0ed6b50342fa5d4
0,datasets\raw\Cotton\bacterial_blight\bact151.png,datasets\raw\Cotton\bacterial_blight\bact3.png,96a43fcc311a7137,96a43fcc311a7137
0,datasets\raw\Cotton\bacterial_blight\bact152.png,datasets\raw\Cotton\bacterial_blight\bact4.png,85473efa6104f07e,85473efa6104f07e
0,datasets\raw\Cotton\bacterial_blight\bact153.png,datasets\raw\Cotton\bacterial_blight\bact5.png,c70e6e6664b2249f,c70e6e6664b2249f
0,datasets\raw\Cotton\bacterial_blight\bact158.jpg,datasets\raw\Cotton\bacterial_blight\bact162.jpg,80566b2d7d3733e0,80566b2d7d3733e0
0,datasets\raw\Cotton\bacterial_blight\bact170.jpg,datasets\raw\Cotton\bacterial_blight\bact174.jpg,c9fef5b04a9cc092,c9fef5b04a9cc092
0,datasets\raw\Cotton\bacterial_blight\bact178.png,datasets\raw\Cotton\bacterial_blight\bact247.png,95fec8cc1c3b3f00,95fec8cc1c3b3f00
0,datasets\raw\Cotton\bacterial_blight\bact179.png,datasets\raw\Cotton\bacterial_blight\bact183.png,a525129b2b8f1be3,a525129b2b8f1be3
0,datasets\raw\Cotton\bacterial_blight\bact179.png,datasets\raw\Cotton\bacterial_blight\bact248.png,a525129b2b8f1be3,a525129b2b8f1be3
0,datasets\raw\Cotton\bacterial_blight\bact179.png,datasets\raw\Cotton\bacterial_blight\bact252.png,a525129b2b8f1be3,a525129b2b8f1be3
0,datasets\raw\Cotton\bacterial_blight\bact183.png,datasets\raw\Cotton\bacterial_blight\bact248.png,a525129b2b8f1be3,a525129b2b8f1be3
0,datasets\raw\Cotton\bacterial_blight\bact183.png,datasets\raw\Cotton\bacterial_blight\bact252.png,a525129b2b8f1be3,a525129b2b8f1be3
0,datasets\raw\Cotton\bacterial_blight\bact248.png,datasets\raw\Cotton\bacterial_blight\bact252.png,a525129b2b8f1be3,a525129b2b8f1be3
0,datasets\raw\Cotton\bacterial_blight\bact180.png,datasets\raw\Cotton\bacterial_blight\bact184.png,c0549d674b916adb,c0549d674b916adb
