group_id,file,dataset,label,split,decision,keep_file,exclude_file,reason
22,datasets/raw/Cotton/fussarium_wilt/done16.jpg,Cotton,fussarium_wilt,raw,KEEP,datasets/raw/Cotton/fussarium_wilt/done16.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
22,datasets/raw/Cotton/fussarium_wilt/fus153.jpg,Cotton,fussarium_wilt,raw,EXCLUDE,datasets/raw/Cotton/fussarium_wilt/done16.jpg,datasets/raw/Cotton/fussarium_wilt/fus153.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
23,datasets/raw/Cotton/curl_virus/curl255.jpg,Cotton,curl_virus,raw,KEEP,datasets/raw/Cotton/curl_virus/curl255.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
23,datasets/raw/Cotton/curl_virus/curl258.jpg,Cotton,curl_virus,raw,EXCLUDE,datasets/raw/Cotton/curl_virus/curl255.jpg,datasets/raw/Cotton/curl_virus/curl258.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
24,datasets/raw/Cotton/fussarium_wilt/done11.jpg,Cotton,fussarium_wilt,raw,KEEP,datasets/raw/Cotton/fussarium_wilt/done11.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
24,datasets/raw/Cotton/fussarium_wilt/fus116.jpg,Cotton,fussarium_wilt,raw,EXCLUDE,datasets/raw/Cotton/fussarium_wilt/done11.jpg,datasets/raw/Cotton/fussarium_wilt/fus116.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
25,datasets/raw/Cotton/curl_virus/curl302.jpg,Cotton,curl_virus,raw,KEEP,datasets/raw/Cotton/curl_virus/curl302.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
25,datasets/raw/Cotton/curl_virus/curl382.jpg,Cotton,curl_virus,raw,EXCLUDE,datasets/raw/Cotton/curl_virus/curl302.jpg,datasets/raw/Cotton/curl_virus/curl382.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
26,datasets/raw/Cotton/healthy/h276.jpg,Cotton,healthy,raw,KEEP,datasets/raw/Cotton/healthy/h276.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
26,datasets/raw/Cotton/healthy/h398.jpg,Cotton,healthy,raw,EXCLUDE,datasets/raw/Cotton/healthy/h276.jpg,datasets/raw/Cotton/healthy/h398.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
27,datasets/raw/Cotton/curl_virus/curl249 - Copy.jpg,Cotton,curl_virus,raw,KEEP,datasets/raw/Cotton/curl_virus/curl249 - Copy.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
27,datasets/raw/Cotton/curl_virus/curl249.jpg,Cotton,curl_virus,raw,EXCLUDE,datasets/raw/Cotton/curl_virus/curl249 - Copy.jpg,datasets/raw/Cotton/curl_virus/curl249.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
28,datasets/raw/Cotton/healthy/h294.jpg,Cotton,healthy,raw,KEEP,datasets/raw/Cotton/healthy/h294.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
28,datasets/raw/Cotton/healthy/h296.jpg,Cotton,healthy,raw,EXCLUDE,datasets/raw/Cotton/healthy/h294.jpg,datasets/raw/Cotton/healthy/h296.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
29,datasets/raw/PlantVillage/Tomato_Late_blight/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.JPG,PlantVillage,Tomato_Late_blight,raw,KEEP,datasets/raw/PlantVillage/Tomato_Late_blight/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.JPG,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
29,datasets/raw/PlantVillage/Tomato_Late_blight/2c47b891-3c97-48f1-a2cc-5aa53d3a1148___GHLB2 Leaf 9011.JPG,PlantVillage,Tomato_Late_blight,raw,EXCLUDE,datasets/raw/PlantVillage/Tomato_Late_blight/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.JPG,datasets/raw/PlantVillage/Tomato_Late_blight/2c47b891-3c97-48f1-a2cc-5aa53d3a1148___GHLB2 Leaf 9011.JPG,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
30,datasets/raw/Cotton/bacterial_blight/bact187.png,Cotton,bacterial_blight,raw,KEEP,datasets/raw/Cotton/bacterial_blight/bact187.png,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
30,datasets/raw/Cotton/bacterial_blight/bact256.png,Cotton,bacterial_blight,raw,EXCLUDE,datasets/raw/Cotton/bacterial_blight/bact187.png,datasets/raw/Cotton/bacterial_blight/bact256.png,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
31,datasets/raw/Cotton/bacterial_blight/bact188.png,Cotton,bacterial_blight,raw,KEEP,datasets/raw/Cotton/bacterial_blight/bact188.png,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
31,datasets/raw/Cotton/bacterial_blight/bact257.png,Cotton,bacterial_blight,raw,EXCLUDE,datasets/raw/Cotton/bacterial_blight/bact188.png,datasets/raw/Cotton/bacterial_blight/bact257.png,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
32,datasets/raw/PlantVillage/Tomato_healthy/1af0bfe1-4bcf-4b8b-be66-5d0953eb647e___GH_HL Leaf 482.2.JPG,PlantVillage,Tomato_healthy,raw,KEEP,datasets/raw/PlantVillage/Tomato_healthy/1af0bfe1-4bcf-4b8b-be66-5d0953eb647e___GH_HL Leaf 482.2.JPG,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
32,datasets/raw/PlantVillage/Tomato_healthy/cfd491d6-4af5-4728-8f0e-0d330a07174a___GH_HL Leaf 482.2.JPG,PlantVillage,Tomato_healthy,raw,EXCLUDE,datasets/raw/PlantVillage/Tomato_healthy/1af0bfe1-4bcf-4b8b-be66-5d0953eb647e___GH_HL Leaf 482.2.JPG,datasets/raw/PlantVillage/Tomato_healthy/cfd491d6-4af5-4728-8f0e-0d330a07174a___GH_HL Leaf 482.2.JPG,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
33,datasets/raw/Rice/Leaf Blast/IMG_20231018_143842_1 - Copy.jpg,Rice,Leaf Blast,raw,KEEP,datasets/raw/Rice/Leaf Blast/IMG_20231018_143842_1 - Copy.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
33,datasets/raw/Rice/Leaf Blast/IMG_20231018_143842_1.jpg,Rice,Leaf Blast,raw,EXCLUDE,datasets/raw/Rice/Leaf Blast/IMG_20231018_143842_1 - Copy.jpg,datasets/raw/Rice/Leaf Blast/IMG_20231018_143842_1.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
34,datasets/raw/Cotton/bacterial_blight/bact180.png,Cotton,bacterial_blight,raw,KEEP,datasets/raw/Cotton/bacterial_blight/bact180.png,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
34,datasets/raw/Cotton/bacterial_blight/bact249.png,Cotton,bacterial_blight,raw,EXCLUDE,datasets/raw/Cotton/bacterial_blight/bact180.png,datasets/raw/Cotton/bacterial_blight/bact249.png,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
35,datasets/raw/Cotton/healthy/h301.jpg,Cotton,healthy,raw,KEEP,datasets/raw/Cotton/healthy/h301.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
35,datasets/raw/Cotton/healthy/h303.jpg,Cotton,healthy,raw,EXCLUDE,datasets/raw/Cotton/healthy/h301.jpg,datasets/raw/Cotton/healthy/h303.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
36,datasets/raw/Cotton/curl_virus/curl307.jpg,Cotton,curl_virus,raw,KEEP,datasets/raw/Cotton/curl_virus/curl307.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
36,datasets/raw/Cotton/curl_virus/curl91.jpg,Cotton,curl_virus,raw,EXCLUDE,datasets/raw/Cotton/curl_virus/curl307.jpg,datasets/raw/Cotton/curl_virus/curl91.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
37,datasets/raw/Banana/AugmentedSet/healthy/280_aug.jpeg,Banana,healthy,raw,KEEP,datasets/raw/Banana/AugmentedSet/healthy/280_aug.jpeg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
37,datasets/raw/Banana/AugmentedSet/healthy/281_aug.jpeg,Banana,healthy,raw,EXCLUDE,datasets/raw/Banana/AugmentedSet/healthy/280_aug.jpeg,datasets/raw/Banana/AugmentedSet/healthy/281_aug.jpeg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
38,datasets/raw/Rice/Healthy Rice Leaf/Healthy_rice_leaf (6).jpg,Rice,Healthy Rice Leaf,raw,KEEP,datasets/raw/Rice/Healthy Rice Leaf/Healthy_rice_leaf (6).jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
38,datasets/raw/Rice/Healthy Rice Leaf/Healthy_rice_leaf (7).jpg,Rice,Healthy Rice Leaf,raw,EXCLUDE,datasets/raw/Rice/Healthy Rice Leaf/Healthy_rice_leaf (6).jpg,datasets/raw/Rice/Healthy Rice Leaf/Healthy_rice_leaf (7).jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
39,datasets/raw/Cotton/bacterial_blight/bact81.jpg,Cotton,bacterial_blight,raw,KEEP,datasets/raw/Cotton/bacterial_blight/bact81.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
39,datasets/raw/Cotton/bacterial_blight/bact85.jpg,Cotton,bacterial_blight,raw,EXCLUDE,datasets/raw/Cotton/bacterial_blight/bact81.jpg,datasets/raw/Cotton/bacterial_blight/bact85.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
40,datasets/raw/Cotton/healthy/555.jpg,Cotton,healthy,raw,KEEP,datasets/raw/Cotton/healthy/555.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
40,datasets/raw/Cotton/healthy/h484.jpg,Cotton,healthy,raw,EXCLUDE,datasets/raw/Cotton/healthy/555.jpg,datasets/raw/Cotton/healthy/h484.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
41,datasets/raw/Cotton/healthy/h447.jpg,Cotton,healthy,raw,KEEP,datasets/raw/Cotton/healthy/h447.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
41,datasets/raw/Cotton/healthy/h477.jpg,Cotton,healthy,raw,EXCLUDE,datasets/raw/Cotton/healthy/h447.jpg,datasets/raw/Cotton/healthy/h477.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
42,datasets/raw/PlantVillage/Tomato_Late_blight/d6e6897a-5083-4914-9903-804c5684a956___GHLB2 Leaf 102.JPG,PlantVillage,Tomato_Late_blight,raw,KEEP,datasets/raw/PlantVillage/Tomato_Late_blight/d6e6897a-5083-4914-9903-804c5684a956___GHLB2 Leaf 102.JPG,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
42,datasets/raw/PlantVillage/Tomato_Late_blight/d81682aa-746b-4e07-af2b-52ebb6f4c017___GHLB2 Leaf 102.JPG,PlantVillage,Tomato_Late_blight,raw,EXCLUDE,datasets/raw/PlantVillage/Tomato_Late_blight/d6e6897a-5083-4914-9903-804c5684a956___GHLB2 Leaf 102.JPG,datasets/raw/PlantVillage/Tomato_Late_blight/d81682aa-746b-4e07-af2b-52ebb6f4c017___GHLB2 Leaf 102.JPG,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
43,datasets/raw/Rice/Brown Spot/IMG_20231018_143712 - Copy.jpg,Rice,Brown Spot,raw,KEEP,datasets/raw/Rice/Brown Spot/IMG_20231018_143712 - Copy.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
43,datasets/raw/Rice/Brown Spot/IMG_20231018_143712.jpg,Rice,Brown Spot,raw,EXCLUDE,datasets/raw/Rice/Brown Spot/IMG_20231018_143712 - Copy.jpg,datasets/raw/Rice/Brown Spot/IMG_20231018_143712.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
44,datasets/raw/Cotton/bacterial_blight/leaf-blight-7-13-16-225x300 - Copy.jpg,Cotton,bacterial_blight,raw,KEEP,datasets/raw/Cotton/bacterial_blight/leaf-blight-7-13-16-225x300 - Copy.jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
44,datasets/raw/Cotton/bacterial_blight/leaf-blight-7-13-16-225x300.jpg,Cotton,bacterial_blight,raw,EXCLUDE,datasets/raw/Cotton/bacterial_blight/leaf-blight-7-13-16-225x300 - Copy.jpg,datasets/raw/Cotton/bacterial_blight/leaf-blight-7-13-16-225x300.jpg,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
45,datasets/raw/Mango/Anthracnose/20211011_170717 (Custom).jpg,Mango,Anthracnose,raw,KEEP,datasets/raw/Mango/Anthracnose/20211011_170717 (Custom).jpg,,Exact duplicate within the dataset. Retain one deterministic copy and exclude redundant copies.
